fecha,FlujoMaximo,flujoPromedio,NroLecturas,NroEquipos
15/01/2018,874,411,27,1
16/01/2018,2443,794,151,3
17/01/2018,652,413,27,3
18/01/2018,503,412,18,3
19/01/2018,3410,1041,73,3
20/01/2018,875,668,73,3
21/01/2018,1209,390,12,3
22/01/2018,3477,576,41,3
23/01/2018,3043,1179,112,2
24/01/2018,2242,837,159,3
25/01/2018,939,236,117,3
26/01/2018,1043,489,127,3
27/01/2018,1559,525,108,3
28/01/2018,622,248,109,2
29/01/2018,1523,458,112,2
30/01/2018,2325,826,79,2
31/01/2018,3388,666,82,2
01/02/2018,2114,891,68,2
02/02/2018,984,413,78,2
03/02/2018,1116,278,92,2
04/02/2018,151,118,9,2
05/02/2018,440,206,15,2
06/02/2018,580,109,36,2
07/02/2018,612,155,33,2
08/02/2018,617,198,82,2
09/02/2018,1670,565,62,2
10/02/2018,2062,777,53,2
11/02/2018,938,222,80,2
12/02/2018,2312,609,84,2
13/02/2018,1152,274,14,2
14/02/2018,2123,941,105,2
15/02/2018,9270,2809,131,2
16/02/2018,1360,400,78,2
17/02/2018,231,77,14,2
18/02/2018,581,174,27,2
19/02/2018,533,200,77,2
20/02/2018,1662,421,77,2
21/02/2018,1926,291,47,2
22/02/2018,1517,454,51,2
23/02/2018,1465,530,62,2
24/02/2018,658,545,17,2
25/02/2018,2092,619,83,2
26/02/2018,633,174,55,2
27/02/2018,1614,605,73,2
28/02/2018,889,141,41,3
01/03/2018,1951,456,101,3
02/03/2018,2398,456,101,3
03/03/2018,2440,594,81,3
04/03/2018,1609,379,64,3
05/03/2018,1906,439,78,3
06/03/2018,1131,467,99,3
07/03/2018,1074,347,92,3
08/03/2018,951,251,100,3
09/03/2018,2396,660,81,3
10/03/2018,1295,550,40,3
11/03/2018,1202,449,85,3
12/03/2018,1689,520,79,3
13/03/2018,1305,963,36,3
14/03/2018,3110,763,90,2
15/03/2018,2037,592,76,2
16/03/2018,331,142,68,2
17/03/2018,1733,1038,37,3
18/03/2018,798,348,65,2
19/03/2018,512,222,46,1
20/03/2018,120,93,48,2
21/03/2018,5193,2130,72,2
22/03/2018,1462,573,29,1
23/03/2018,609,238,10,2
24/03/2018,730,164,41,2
25/03/2018,863,391,40,2
26/03/2018,1851,819,73,3
27/03/2018,1580,695,64,3
28/03/2018,1404,619,73,2
29/03/2018,824,301,84,3
30/03/2018,2855,648,73,3
31/03/2018,689,243,65,3
01/04/2018,1225,433,101,3
02/04/2018,1065,321,97,2
03/04/2018,3299,727,99,2
04/04/2018,1514,479,98,3
05/04/2018,2066,805,129,3
06/04/2018,2965,1436,82,2
07/04/2018,3806,1057,53,1
08/04/2018,790,424,60,1
09/04/2018,422,297,3,1
10/04/2018,2726,1044,93,3
11/04/2018,2473,962,97,3
12/04/2018,968,603,56,2
13/04/2018,582,460,46,2
14/04/2018,1666,696,35,1
15/04/2018,651,483,41,2
16/04/2018,733,255,81,2
17/04/2018,3421,1120,73,3
18/04/2018,1719,559,92,3
19/04/2018,1779,467,64,3
20/04/2018,1432,491,57,3
21/04/2018,1324,1041,73,2
22/04/2018,2489,450,55,2
23/04/2018,978,244,21,3
24/04/2018,2759,1151,52,2
25/04/2018,4331,1922,75,2
26/04/2018,2254,831,86,3
27/04/2018,2095,786,82,2
28/04/2018,2104,486,55,3
29/04/2018,2437,1417,59,3
30/04/2018,879,527,22,3
01/05/2018,882,438,55,1
02/05/2018,1291,640,38,3
03/05/2018,1611,598,94,3
04/05/2018,976,458,122,3
05/05/2018,1299,497,97,3
06/05/2018,2662,509,90,3
07/05/2018,802,322,107,3
08/05/2018,1781,707,93,3
09/05/2018,771,326,96,3
10/05/2018,2432,651,193,3
11/05/2018,809,285,83,2
12/05/2018,1868,1071,85,2
13/05/2018,6173,2735,29,2
14/05/2018,1620,695,39,2
15/05/2018,1798,593,52,2
16/05/2018,2017,556,48,2
17/05/2018,1120,458,40,2
18/05/2018,2187,988,31,2
19/05/2018,3147,855,58,2
20/05/2018,783,605,54,2
21/05/2018,891,315,41,2
22/05/2018,2109,911,49,2
23/05/2018,3016,1289,53,2
24/05/2018,3956,1001,49,2
25/05/2018,3613,940,49,2
26/05/2018,2387,1156,48,2
27/05/2018,1862,663,49,2
28/05/2018,1860,1179,46,2
29/05/2018,2870,997,62,2
30/05/2018,5571,1970,43,2
31/05/2018,1704,885,73,1
01/06/2018,1624,1078,52,2
02/06/2018,3976,1226,40,2
03/06/2018,296,166,9,1
04/06/2018,4103,1979,29,1
05/06/2018,5605,1553,46,2
06/06/2018,2057,483,41,2
07/06/2018,3607,1668,44,2
08/06/2018,1200,652,47,2
09/06/2018,2687,1113,52,2
10/06/2018,4104,1152,44,2
11/06/2018,1235,756,46,1
12/06/2018,2080,768,56,2
13/06/2018,2804,1282,34,2
14/06/2018,4298,2469,39,2
15/06/2018,2000,774,50,2
16/06/2018,732,315,55,2
17/06/2018,1172,311,52,2
18/06/2018,1490,801,36,1
19/06/2018,934,542,35,1
20/06/2018,790,393,50,2
21/06/2018,4952,1946,49,1
22/06/2018,2384,1223,50,1
23/06/2018,1785,463,50,1
24/06/2018,2776,1040,57,1
25/06/2018,2576,1197,73,1
26/06/2018,2419,1077,70,2
27/06/2018,2158,815,81,2
28/06/2018,2990,1305,81,2
29/06/2018,2050,991,73,1
30/06/2018,2756,1618,74,1
01/07/2018,2500,767,51,1
02/07/2018,3578,1600,69,1
03/07/2018,4715,2110,78,1
04/07/2018,3075,1453,72,1
05/07/2018,1704,774,82,1
06/07/2018,2583,1197,77,1
07/07/2018,2892,1160,66,1
08/07/2018,4473,1711,80,1
09/07/2018,1216,563,68,1
10/07/2018,877,157,78,1
11/07/2018,2653,1242,63,1
12/07/2018,5544,3203,57,1
13/07/2018,14859,4575,70,1
14/07/2018,5931,1432,76,1
15/07/2018,2396,590,75,1
16/07/2018,3147,1005,72,1
17/07/2018,6836,2753,70,1
18/07/2018,12068,3880,62,1
19/07/2018,4442,1530,73,1
20/07/2018,6687,2371,55,2
21/07/2018,3424,789,100,2
22/07/2018,1459,633,112,2
23/07/2018,2708,1055,52,3
24/07/2018,1633,826,63,2
25/07/2018,3750,1463,167,2
26/07/2018,4195,1607,104,3
27/07/2018,1992,952,106,3
28/07/2018,1268,399,106,3
29/07/2018,3342,469,123,3
30/07/2018,2857,933,100,3
31/07/2018,1510,374,59,2
01/08/2018,1235,685,29,2
02/08/2018,4997,1791,70,2
03/08/2018,3193,774,80,2
04/08/2018,4240,1641,78,2
05/08/2018,875,447,99,2
06/08/2018,1486,534,81,2
07/08/2018,1282,502,73,2
08/08/2018,1337,563,99,2
09/08/2018,2702,740,84,2
10/08/2018,597,273,79,2
11/08/2018,646,217,86,2
12/08/2018,1291,548,77,2
13/08/2018,404,202,75,2
14/08/2018,1526,323,89,2
15/08/2018,1791,501,97,2
16/08/2018,1669,431,104,2
17/08/2018,608,235,103,3
18/08/2018,1242,460,79,2
19/08/2018,3099,819,100,2
20/08/2018,1526,800,78,2
21/08/2018,1657,577,80,2
22/08/2018,1617,914,54,2
23/08/2018,2200,465,103,2
24/08/2018,887,346,82,3
25/08/2018,2228,989,80,2
26/08/2018,1250,408,95,2
27/08/2018,732,280,78,3
28/08/2018,2144,1053,79,3
29/08/2018,2119,936,75,3
30/08/2018,1201,607,69,3
31/08/2018,1869,792,90,3
01/09/2018,3364,1171,107,3
02/09/2018,3969,1839,42,3
03/09/2018,2379,731,84,3
04/09/2018,872,315,108,3
05/09/2018,1296,539,111,3
06/09/2018,789,193,101,2
07/09/2018,882,460,98,2
08/09/2018,656,448,39,2
09/09/2018,2268,1094,61,2
10/09/2018,768,325,102,3
11/09/2018,402,134,136,3
12/09/2018,2059,776,143,3
13/09/2018,1688,718,101,3
14/09/2018,1523,518,87,3
15/09/2018,1178,526,75,3
16/09/2018,1064,620,80,3
17/09/2018,1596,704,105,2
18/09/2018,927,305,103,2
19/09/2018,442,138,88,2
20/09/2018,284,66,78,2
21/09/2018,719,250,94,2
22/09/2018,1285,400,97,2
23/09/2018,751,258,82,2
24/09/2018,836,318,97,2
25/09/2018,674,309,85,2
26/09/2018,517,247,106,2
27/09/2018,1197,528,148,2
28/09/2018,759,272,148,2
29/09/2018,3250,673,54,2
30/09/2018,678,186,67,2
01/10/2018,5027,1380,109,2
02/10/2018,1325,704,86,2
03/10/2018,2492,765,81,2
04/10/2018,1573,418,84,2
05/10/2018,2423,1140,59,2
06/10/2018,2384,805,126,2
07/10/2018,434,177,169,2
08/10/2018,1579,690,159,2
09/10/2018,2320,865,156,2
10/10/2018,1283,681,150,2
11/10/2018,944,361,184,2
12/10/2018,949,354,151,2
13/10/2018,2714,891,75,2
14/10/2018,3132,794,133,2
15/10/2018,569,174,106,2
16/10/2018,704,194,99,2
17/10/2018,952,406,154,2
18/10/2018,2045,629,179,3
19/10/2018,2163,591,160,3
20/10/2018,3437,489,142,2
21/10/2018,558,227,91,2
22/10/2018,1407,549,121,2
23/10/2018,1248,461,176,2
24/10/2018,1888,1019,167,2
25/10/2018,1714,650,168,2
26/10/2018,821,443,148,2
27/10/2018,1392,296,143,2
28/10/2018,2671,155,128,2
29/10/2018,1150,438,131,2
30/10/2018,1541,517,131,2
31/10/2018,2265,141,5,2
01/11/2018,2060,280,63,2
02/11/2018,2276,761,158,2
03/11/2018,1825,670,111,2
04/11/2018,1340,401,146,2
05/11/2018,2329,571,157,2
06/11/2018,701,225,136,2
07/11/2018,1729,522,148,2
08/11/2018,2517,584,147,2
09/11/2018,2096,270,158,2
10/11/2018,2320,611,104,2
11/11/2018,2179,985,175,2
12/11/2018,1582,681,189,2
13/11/2018,2972,671,172,2
14/11/2018,1659,624,136,2
15/11/2018,1290,408,163,2
16/11/2018,730,336,152,2
17/11/2018,1160,390,151,2
18/11/2018,1724,597,142,2
19/11/2018,2096,271,169,2
20/11/2018,1862,545,128,3
21/11/2018,2358,623,175,3
22/11/2018,2957,1639,101,2
23/11/2018,2088,331,141,2
24/11/2018,683,285,168,2
25/11/2018,1535,680,164,2
26/11/2018,1526,606,173,2
27/11/2018,1412,392,176,2
28/11/2018,4591,1980,150,2
29/11/2018,376,175,133,2
30/11/2018,827,421,153,2
01/12/2018,2381,777,150,2
02/12/2018,1150,596,156,2
03/12/2018,663,310,135,2
04/12/2018,1021,329,150,2
05/12/2018,2081,619,145,2
06/12/2018,3439,1826,183,3
07/12/2018,2101,797,136,3
08/12/2018,1842,522,150,3
09/12/2018,999,337,59,3
10/12/2018,1194,332,28,2
11/12/2018,2534,1157,103,3
12/12/2018,1971,724,123,3
13/12/2018,3136,785,178,3
14/12/2018,2557,895,147,3
15/12/2018,2507,937,139,3
16/12/2018,1175,447,135,3
17/12/2018,2360,586,124,3
18/12/2018,1100,371,131,3
19/12/2018,970,377,178,3
20/12/2018,1009,318,161,3
21/12/2018,1538,774,170,3
22/12/2018,2724,724,137,3
23/12/2018,1462,466,205,3
24/12/2018,1123,306,200,3
25/12/2018,1256,314,173,3
26/12/2018,3892,723,158,3
27/12/2018,2559,623,118,3
28/12/2018,816,210,120,2
29/12/2018,1199,430,158,2
30/12/2018,1424,116,123,2
31/12/2018,714,247,70,2
01/01/2019,1506,336,52,2
02/01/2019,3092,1121,108,2
03/01/2019,3132,1391,95,2
04/01/2019,4141,1753,93,2
